RecordID,MeterID,Timestamp,Consumption
109,201,2023-11-06 00:00:00,1.96
110,201,2023-11-06 08:00:00,5.1
111,201,2023-11-06 16:00:00,2.46
112,201,2023-11-07 00:00:00,2.35
113,201,2023-11-07 08:00:00,3.1
114,201,2023-11-07 16:00:00,1.83
115,201,2023-11-08 00:00:00,6.65
116,201,2023-11-08 08:00:00,6.2
117,201,2023-11-08 16:00:00,9.49
118,201,2023-11-09 00:00:00,2.63
119,201,2023-11-09 08:00:00,3.15
120,201,2023-11-09 16:00:00,9.93
121,201,2023-11-10 00:00:00,2.71
122,201,2023-11-10 08:00:00,7.02
123,201,2023-11-10 16:00:00,4.8
124,201,2023-11-11 00:00:00,4.64
125,201,2023-11-11 08:00:00,3.14
126,201,2023-11-11 16:00:00,8.46
127,201,2023-11-12 00:00:00,5.68
128,201,2023-11-12 08:00:00,4.83
129,201,2023-11-12 16:00:00,6.94
130,201,2023-11-13 00:00:00,3.82
131,201,2023-11-13 08:00:00,5.05
132,201,2023-11-13 16:00:00,8.18
133,201,2023-11-14 00:00:00,7.06
134,201,2023-11-14 08:00:00,9.68
135,201,2023-11-14 16:00:00,9.29
136,201,2023-11-15 00:00:00,4.2
137,201,2023-11-15 08:00:00,0.71
138,201,2023-11-15 16:00:00,9.97
139,201,2023-11-16 00:00:00,8.67
140,201,2023-11-16 08:00:00,9.47
141,201,2023-11-16 16:00:00,1.1
142,201,2023-11-17 00:00:00,3.61
143,201,2023-11-17 08:00:00,2.52
144,201,2023-11-17 16:00:00,6.21
145,201,2023-11-18 00:00:00,8.35
146,201,2023-11-18 08:00:00,5.2
147,201,2023-11-18 16:00:00,6.89
148,201,2023-11-19 00:00:00,1.93
149,201,2023-11-19 08:00:00,4.87
150,201,2023-11-19 16:00:00,2.88
151,201,2023-11-20 00:00:00,7.05
152,201,2023-11-20 08:00:00,5.31
153,201,2023-11-20 16:00:00,6.73
154,201,2023-11-21 00:00:00,4.89
155,201,2023-11-21 08:00:00,5.67
156,201,2023-11-21 16:00:00,1.07
157,201,2023-11-22 00:00:00,7.24
158,201,2023-11-22 08:00:00,0.94
159,201,2023-11-22 16:00:00,9.91
160,201,2023-11-23 00:00:00,2.52
161,201,2023-11-23 08:00:00,1.5
162,201,2023-11-23 16:00:00,2.24
163,201,2023-11-24 00:00:00,7.63
164,201,2023-11-24 08:00:00,4.59
165,201,2023-11-24 16:00:00,9.85
166,201,2023-11-25 00:00:00,8.04
167,201,2023-11-25 08:00:00,3.93
168,201,2023-11-25 16:00:00,3.45
169,201,2023-11-26 00:00:00,3.21
170,201,2023-11-26 08:00:00,5.76
171,201,2023-11-26 16:00:00,9.51
172,201,2023-11-27 00:00:00,0.54
173,201,2023-11-27 08:00:00,7.91
174,201,2023-11-27 16:00:00,5.99
175,201,2023-11-28 00:00:00,7.36
176,201,2023-11-28 08:00:00,9.28
177,201,2023-11-28 16:00:00,8.99
178,201,2023-11-29 00:00:00,6.56
179,201,2023-11-29 08:00:00,1.38
180,201,2023-11-29 16:00:00,1.81
181,201,2023-11-30 00:00:00,8.75
182,201,2023-11-30 08:00:00,0.6
183,201,2023-11-30 16:00:00,4.96
184,202,2023-10-01 00:00:00,3.84
185,202,2023-10-01 08:00:00,8.83
186,202,2023-10-01 16:00:00,2.6
187,202,2023-10-02 00:00:00,1.79
188,202,2023-10-02 08:00:00,6.14
189,202,2023-10-02 16:00:00,7.97
190,202,2023-10-03 00:00:00,9.68
191,202,2023-10-03 08:00:00,8.6
192,202,2023-10-03 16:00:00,3.58
193,202,2023-10-04 00:00:00,2.07
194,202,2023-10-04 08:00:00,2.89
195,202,2023-10-04 16:00:00,8.34
196,202,2023-10-05 00:00:00,7.27
197,202,2023-10-05 08:00:00,4.92
198,202,2023-10-05 16:00:00,8.73
199,202,2023-10-06 00:00:00,9.83
200,202,2023-10-06 08:00:00,5.57
201,202,2023-10-06 16:00:00,2.46
202,202,2023-10-07 00:00:00,9.38
203,202,2023-10-07 08:00:00,5.73
204,202,2023-10-07 16:00:00,1.88
205,202,2023-10-08 00:00:00,8.4
206,202,2023-10-08 08:00:00,2.49
207,202,2023-10-08 16:00:00,8.11
208,202,2023-10-09 00:00:00,8.45
209,202,2023-10-09 08:00:00,8.32
210,202,2023-10-09 16:00:00,0.98
211,202,2023-10-10 00:00:00,2.54
212,202,2023-10-10 08:00:00,4.24
213,202,2023-10-10 16:00:00,2.96
214,202,2023-10-11 00:00:00,5.53
215,202,2023-10-11 08:00:00,6.39
216,202,2023-10-11 16:00:00,2.86
217,202,2023-10-12 00:00:00,8.11
218,202,2023-10-12 08:00:00,8.88
219,202,2023-10-12 16:00:00,7.5
220,202,2023-10-13 00:00:00,2.03
221,202,2023-10-13 08:00:00,3.26
222,202,2023-10-13 16:00:00,5.42
223,202,2023-10-14 00:00:00,7.54
224,202,2023-10-14 08:00:00,0.75
225,202,2023-10-14 16:00:00,1.99
226,202,2023-10-15 00:00:00,6.75
227,202,2023-10-15 08:00:00,4.89
228,202,2023-10-15 16:00:00,4.85
229,202,2023-10-16 00:00:00,2.11
230,202,2023-10-16 08:00:00,7.79
231,202,2023-10-16 16:00:00,6.81
232,202,2023-10-17 00:00:00,7.29
233,202,2023-10-17 08:00:00,9.65
234,202,2023-10-17 16:00:00,1.36
235,202,2023-10-18 00:00:00,5.3
236,202,2023-10-18 08:00:00,1.82
237,202,2023-10-18 16:00:00,0.85
238,202,2023-10-19 00:00:00,1.95
239,202,2023-10-19 08:00:00,4.65
240,202,2023-10-19 16:00:00,9.25
241,202,2023-10-20 00:00:00,8.51
242,202,2023-10-20 08:00:00,5.32
243,202,2023-10-20 16:00:00,4.64
244,202,2023-10-21 00:00:00,6.05
245,202,2023-10-21 08:00:00,8.69
246,202,2023-10-21 16:00:00,4.05
247,202,2023-10-22 00:00:00,3.59
248,202,2023-10-22 08:00:00,7.54
249,202,2023-10-22 16:00:00,4.08
250,202,2023-10-23 00:00:00,1.24
251,202,2023-10-23 08:00:00,6.47
252,202,2023-10-23 16:00:00,9.12
253,202,2023-10-24 00:00:00,1.9
254,202,2023-10-24 08:00:00,9.1
255,202,2023-10-24 16:00:00,1.46
256,202,2023-10-25 00:00:00,4.38
257,202,2023-10-25 08:00:00,7.48
258,202,2023-10-25 16:00:00,6.3
259,202,2023-10-26 00:00:00,1.24
260,202,2023-10-26 08:00:00,2.84
261,202,2023-10-26 16:00:00,2.58
262,202,2023-10-27 00:00:00,7.73
263,202,2023-10-27 08:00:00,3.97
264,202,2023-10-27 16:00:00,6.6
265,202,2023-10-28 00:00:00,8.53
266,202,2023-10-28 08:00:00,8.21
267,202,2023-10-28 16:00:00,6.01
268,202,2023-10-29 00:00:00,6.33
269,202,2023-10-29 08:00:00,7.61
270,202,2023-10-29 16:00:00,9.08
271,202,2023-10-30 00:00:00,4.39
272,202,2023-10-30 08:00:00,1.69
273,202,2023-10-30 16:00:00,7.25
274,202,2023-10-31 00:00:00,8.96
275,202,2023-10-31 08:00:00,5.73
276,202,2023-10-31 16:00:00,6.53
277,202,2023-11-01 00:00:00,7.29
278,202,2023-11-01 08:00:00,4.46
279,202,2023-11-01 16:00:00,3.18
280,202,2023-11-02 00:00:00,7.53
281,202,2023-11-02 08:00:00,8.5
282,202,2023-11-02 16:00:00,6.98
283,202,2023-11-03 00:00:00,3.12
284,202,2023-11-03 08:00:00,6.47
285,202,2023-11-03 16:00:00,1.69
286,202,2023-11-04 00:00:00,3.11
287,202,2023-11-04 08:00:00,7.83
288,202,2023-11-04 16:00:00,9.1
289,202,2023-11-05 00:00:00,3.41
290,202,2023-11-05 08:00:00,1.73
291,202,2023-11-05 16:00:00,8.77
292,202,2023-11-06 00:00:00,1.68
293,202,2023-11-06 08:00:00,3.35
294,202,2023-11-06 16:00:00,5.29
295,202,2023-11-07 00:00:00,8.99
296,202,2023-11-07 08:00:00,6.81
297,202,2023-11-07 16:00:00,6.58
298,202,2023-11-08 00:00:00,5.09
299,202,2023-11-08 08:00:00,7.07
300,202,2023-11-08 16:00:00,6.99
301,202,2023-11-09 00:00:00,8.43
302,202,2023-11-09 08:00:00,4.87
303,202,2023-11-09 16:00:00,5.91
304,202,2023-11-10 00:00:00,4.94
305,202,2023-11-10 08:00:00,8.6
306,202,2023-11-10 16:00:00,3.46
307,202,2023-11-11 00:00:00,9.32
308,202,2023-11-11 08:00:00,1.26
309,202,2023-11-11 16:00:00,9.15
310,202,2023-11-12 00:00:00,2.61
311,202,2023-11-12 08:00:00,9.06
312,202,2023-11-12 16:00:00,7.16
313,202,2023-11-13 00:00:00,4.73
314,202,2023-11-13 08:00:00,9.47
315,202,2023-11-13 16:00:00,7.89
316,202,2023-11-14 00:00:00,5.19
317,202,2023-11-14 08:00:00,2.75
318,202,2023-11-14 16:00:00,8.99
319,202,2023-11-15 00:00:00,9.05
320,202,2023-11-15 08:00:00,3.93
321,202,2023-11-15 16:00:00,8.78
322,202,2023-11-16 00:00:00,3.44
323,202,2023-11-16 08:00:00,3.66
324,202,2023-11-16 16:00:00,0.71
325,202,2023-11-17 00:00:00,2.27
326,202,2023-11-17 08:00:00,7.57
327,202,2023-11-17 16:00:00,4.81
328,202,2023-11-18 00:00:00,8.32
329,202,2023-11-18 08:00:00,5.76
330,202,2023-11-18 16:00:00,7.23
331,202,2023-11-19 00:00:00,4.88
332,202,2023-11-19 08:00:00,8.7
333,202,2023-11-19 16:00:00,4.7
334,202,2023-11-20 00:00:00,7.31
335,202,2023-11-20 08:00:00,0.8
336,202,2023-11-20 16:00:00,7.58
337,202,2023-11-21 00:00:00,7.77
338,202,2023-11-21 08:00:00,7.04
339,202,2023-11-21 16:00:00,5.3
340,202,2023-11-22 00:00:00,2.89
341,202,2023-11-22 08:00:00,3.57
342,202,2023-11-22 16:00:00,8.08
343,202,2023-11-23 00:00:00,3.29
344,202,2023-11-23 08:00:00,7.13
345,202,2023-11-23 16:00:00,6.82
346,202,2023-11-24 00:00:00,5.75
347,202,2023-11-24 08:00:00,5.52
348,202,2023-11-24 16:00:00,5.77
349,202,2023-11-25 00:00:00,8.42
350,202,2023-11-25 08:00:00,1.34
351,202,2023-11-25 16:00:00,1.64
352,202,2023-11-26 00:00:00,2.55
353,202,2023-11-26 08:00:00,7.7
354,202,2023-11-26 16:00:00,0.99
355,202,2023-11-27 00:00:00,4.88
356,202,2023-11-27 08:00:00,0.85
357,202,2023-11-27 16:00:00,5.67
358,202,2023-11-28 00:00:00,9.46
359,202,2023-11-28 08:00:00,3.47
360,202,2023-11-28 16:00:00,1.82
361,202,2023-11-29 00:00:00,7.63
362,202,2023-11-29 08:00:00,4.91
363,202,2023-11-29 16:00:00,4.75
364,202,2023-11-30 00:00:00,4.65
365,202,2023-11-30 08:00:00,8.98
366,202,2023-11-30 16:00:00,1.39
367,203,2023-10-01 00:00:00,6.07
368,203,2023-10-01 08:00:00,2.75
369,203,2023-10-01 16:00:00,9.6
370,203,2023-10-02 00:00:00,2.34
371,203,2023-10-02 08:00:00,6.92
372,203,2023-10-02 16:00:00,1.73
373,203,2023-10-03 00:00:00,6.67
374,203,2023-10-03 08:00:00,7.47
375,203,2023-10-03 16:00:00,6.09
376,203,2023-10-04 00:00:00,0.52
377,203,2023-10-04 08:00:00,2.51
378,203,2023-10-04 16:00:00,4.23
379,203,2023-10-05 00:00:00,3.81
380,203,2023-10-05 08:00:00,6.78
381,203,2023-10-05 16:00:00,7.46
382,203,2023-10-06 00:00:00,4.02
383,203,2023-10-06 08:00:00,5.18
384,203,2023-10-06 16:00:00,2.64
385,203,2023-10-07 00:00:00,4.88
386,203,2023-10-07 08:00:00,2.55
387,203,2023-10-07 16:00:00,2.11
388,203,2023-10-08 00:00:00,9.49
389,203,2023-10-08 08:00:00,4.98
390,203,2023-10-08 16:00:00,9.77
391,203,2023-10-09 00:00:00,3.2
392,203,2023-10-09 08:00:00,1.83
393,203,2023-10-09 16:00:00,0.69
394,203,2023-10-10 00:00:00,6.38
395,203,2023-10-10 08:00:00,5.25
396,203,2023-10-10 16:00:00,9.25
397,203,2023-10-11 00:00:00,8.19
398,203,2023-10-11 08:00:00,5.13
399,203,2023-10-11 16:00:00,2.68
400,203,2023-10-12 00:00:00,5.51
401,203,2023-10-12 08:00:00,7.52
402,203,2023-10-12 16:00:00,4.22
403,203,2023-10-13 00:00:00,1.57
404,203,2023-10-13 08:00:00,6.11
405,203,2023-10-13 16:00:00,5.8
406,203,2023-10-14 00:00:00,5.66
407,203,2023-10-14 08:00:00,3.71
408,203,2023-10-14 16:00:00,2.45
409,203,2023-10-15 00:00:00,5.75
410,203,2023-10-15 08:00:00,9.97
411,203,2023-10-15 16:00:00,1.79
412,203,2023-10-16 00:00:00,7.32
413,203,2023-10-16 08:00:00,4.66
414,203,2023-10-16 16:00:00,8.09
415,203,2023-10-17 00:00:00,9.05
416,203,2023-10-17 08:00:00,1.83
417,203,2023-10-17 16:00:00,3.69
418,203,2023-10-18 00:00:00,6.91
419,203,2023-10-18 08:00:00,4.7
420,203,2023-10-18 16:00:00,0.81
421,203,2023-10-19 00:00:00,7.74
422,203,2023-10-19 08:00:00,2.78
423,203,2023-10-19 16:00:00,6.28
424,203,2023-10-20 00:00:00,2.79
425,203,2023-10-20 08:00:00,7.08
426,203,2023-10-20 16:00:00,6.84
427,203,2023-10-21 00:00:00,9.47
428,203,2023-10-21 08:00:00,7.52
429,203,2023-10-21 16:00:00,5.77
430,203,2023-10-22 00:00:00,6.56
431,203,2023-10-22 08:00:00,1.54
432,203,2023-10-22 16:00:00,3.89
433,203,2023-10-23 00:00:00,0.74
434,203,2023-10-23 08:00:00,8.34
435,203,2023-10-23 16:00:00,2.98
436,203,2023-10-24 00:00:00,4.58
437,203,2023-10-24 08:00:00,6.19
438,203,2023-10-24 16:00:00,8.62
439,203,2023-10-25 00:00:00,5.36
440,203,2023-10-25 08:00:00,0.76
441,203,2023-10-25 16:00:00,3.43
442,203,2023-10-26 00:00:00,1.05
443,203,2023-10-26 08:00:00,0.81
444,203,2023-10-26 16:00:00,9.93
445,203,2023-10-27 00:00:00,7.57
446,203,2023-10-27 08:00:00,6.27
447,203,2023-10-27 16:00:00,2.36
448,203,2023-10-28 00:00:00,0.9
449,203,2023-10-28 08:00:00,6.52
450,203,2023-10-28 16:00:00,2.75
451,203,2023-10-29 00:00:00,0.91
452,203,2023-10-29 08:00:00,5.95
453,203,2023-10-29 16:00:00,7.32
454,203,2023-10-30 00:00:00,5.28
455,203,2023-10-30 08:00:00,7.03
456,203,2023-10-30 16:00:00,1.9
457,203,2023-10-31 00:00:00,5.18
458,203,2023-10-31 08:00:00,8.7
459,203,2023-10-31 16:00:00,8.74
460,203,2023-11-01 00:00:00,0.86
461,203,2023-11-01 08:00:00,5.75
462,203,2023-11-01 16:00:00,3.31
463,203,2023-11-02 00:00:00,7.97
464,203,2023-11-02 08:00:00,0.55
465,203,2023-11-02 16:00:00,8.99
466,203,2023-11-03 00:00:00,4.59
467,203,2023-11-03 08:00:00,9.04
468,203,2023-11-03 16:00:00,5.8
469,203,2023-11-04 00:00:00,1.43
470,203,2023-11-04 08:00:00,8.82
471,203,2023-11-04 16:00:00,2.28
472,203,2023-11-05 00:00:00,4.71
473,203,2023-11-05 08:00:00,7.28
474,203,2023-11-05 16:00:00,2.67
475,203,2023-11-06 00:00:00,2.09
476,203,2023-11-06 08:00:00,1.58
477,203,2023-11-06 16:00:00,3.36
478,203,2023-11-07 00:00:00,7.28
479,203,2023-11-07 08:00:00,1.36
480,203,2023-11-07 16:00:00,2.4
481,203,2023-11-08 00:00:00,3.19
482,203,2023-11-08 08:00:00,2.29
483,203,2023-11-08 16:00:00,6.62
484,203,2023-11-09 00:00:00,1.33
485,203,2023-11-09 08:00:00,4.2
486,203,2023-11-09 16:00:00,1.53
487,203,2023-11-10 00:00:00,6.9
488,203,2023-11-10 08:00:00,7.52
489,203,2023-11-10 16:00:00,5.46
490,203,2023-11-11 00:00:00,7.01
491,203,2023-11-11 08:00:00,4.92
492,203,2023-11-11 16:00:00,3.66
493,203,2023-11-12 00:00:00,8.85
494,203,2023-11-12 08:00:00,4.33
495,203,2023-11-12 16:00:00,4.37
496,203,2023-11-13 00:00:00,6.36
497,203,2023-11-13 08:00:00,6.23
498,203,2023-11-13 16:00:00,2.53
499,203,2023-11-14 00:00:00,6.33
500,203,2023-11-14 08:00:00,6.04
501,203,2023-11-14 16:00:00,4.36
502,203,2023-11-15 00:00:00,0.67
503,203,2023-11-15 08:00:00,7.66
504,203,2023-11-15 16:00:00,8.57
505,203,2023-11-16 00:00:00,3.85
506,203,2023-11-16 08:00:00,4.63
507,203,2023-11-16 16:00:00,8.05
508,203,2023-11-17 00:00:00,4.71
509,203,2023-11-17 08:00:00,7.51
510,203,2023-11-17 16:00:00,7.68
511,203,2023-11-18 00:00:00,7.79
512,203,2023-11-18 08:00:00,7.92
513,203,2023-11-18 16:00:00,6.41
514,203,2023-11-19 00:00:00,9.27
515,203,2023-11-19 08:00:00,6.98
516,203,2023-11-19 16:00:00,0.72
517,203,2023-11-20 00:00:00,1.5
518,203,2023-11-20 08:00:00,6.02
519,203,2023-11-20 16:00:00,4.51
520,203,2023-11-21 00:00:00,1.06
521,203,2023-11-21 08:00:00,0.79
522,203,2023-11-21 16:00:00,8.91
523,203,2023-11-22 00:00:00,2.72
524,203,2023-11-22 08:00:00,3.39
525,203,2023-11-22 16:00:00,7.31
526,203,2023-11-23 00:00:00,5.4
527,203,2023-11-23 08:00:00,7.39
528,203,2023-11-23 16:00:00,1.17
529,203,2023-11-24 00:00:00,8.39
530,203,2023-11-24 08:00:00,1.34
531,203,2023-11-24 16:00:00,5.46
532,203,2023-11-25 00:00:00,1.41
533,203,2023-11-25 08:00:00,4.27
534,203,2023-11-25 16:00:00,2.28
535,203,2023-11-26 00:00:00,4.08
536,203,2023-11-26 08:00:00,2.81
537,203,2023-11-26 16:00:00,3.57
538,203,2023-11-27 00:00:00,3.04
539,203,2023-11-27 08:00:00,8.66
540,203,2023-11-27 16:00:00,6.36
541,203,2023-11-28 00:00:00,1.74
542,203,2023-11-28 08:00:00,9.02
543,203,2023-11-28 16:00:00,1.35
544,203,2023-11-29 00:00:00,7.25
545,203,2023-11-29 08:00:00,8.94
546,203,2023-11-29 16:00:00,1.89
547,203,2023-11-30 00:00:00,8.53
548,203,2023-11-30 08:00:00,0.97
549,203,2023-11-30 16:00:00,6.79
550,204,2023-10-01 00:00:00,1.37
551,204,2023-10-01 08:00:00,4.24
552,204,2023-10-01 16:00:00,6.98
553,204,2023-10-02 00:00:00,5.52
554,204,2023-10-02 08:00:00,4.04
555,204,2023-10-02 16:00:00,5.07
556,204,2023-10-03 00:00:00,8.95
557,204,2023-10-03 08:00:00,0.84
558,204,2023-10-03 16:00:00,3.5
559,204,2023-10-04 00:00:00,3.47
560,204,2023-10-04 08:00:00,1.91
561,204,2023-10-04 16:00:00,4.44
562,204,2023-10-05 00:00:00,9.2
563,204,2023-10-05 08:00:00,3.93
564,204,2023-10-05 16:00:00,2.0
565,204,2023-10-06 00:00:00,3.56
566,204,2023-10-06 08:00:00,4.84
567,204,2023-10-06 16:00:00,6.09
568,204,2023-10-07 00:00:00,7.92
569,204,2023-10-07 08:00:00,8.18
570,204,2023-10-07 16:00:00,4.38
571,204,2023-10-08 00:00:00,5.64
572,204,2023-10-08 08:00:00,4.64
573,204,2023-10-08 16:00:00,5.51
574,204,2023-10-09 00:00:00,2.18
575,204,2023-10-09 08:00:00,9.01
576,204,2023-10-09 16:00:00,9.27
577,204,2023-10-10 00:00:00,8.13
578,204,2023-10-10 08:00:00,9.6
579,204,2023-10-10 16:00:00,8.99
580,204,2023-10-11 00:00:00,2.2
581,204,2023-10-11 08:00:00,8.22
582,204,2023-10-11 16:00:00,0.98
583,204,2023-10-12 00:00:00,1.49
584,204,2023-10-12 08:00:00,7.32
585,204,2023-10-12 16:00:00,2.69
586,204,2023-10-13 00:00:00,5.68
587,204,2023-10-13 08:00:00,3.6
588,204,2023-10-13 16:00:00,3.54
589,204,2023-10-14 00:00:00,5.88
590,204,2023-10-14 08:00:00,1.35
591,204,2023-10-14 16:00:00,6.78
592,204,2023-10-15 00:00:00,0.93
593,204,2023-10-15 08:00:00,9.46
594,204,2023-10-15 16:00:00,6.18
595,204,2023-10-16 00:00:00,5.65
596,204,2023-10-16 08:00:00,6.84
597,204,2023-10-16 16:00:00,7.28
598,204,2023-10-17 00:00:00,4.79
599,204,2023-10-17 08:00:00,2.9
600,204,2023-10-17 16:00:00,2.67
601,204,2023-10-18 00:00:00,3.92
602,204,2023-10-18 08:00:00,8.83
603,204,2023-10-18 16:00:00,4.69
604,204,2023-10-19 00:00:00,2.29
605,204,2023-10-19 08:00:00,8.71
606,204,2023-10-19 16:00:00,8.92
607,204,2023-10-20 00:00:00,5.07
608,204,2023-10-20 08:00:00,8.83
609,204,2023-10-20 16:00:00,3.9
610,204,2023-10-21 00:00:00,3.96
611,204,2023-10-21 08:00:00,3.95
612,204,2023-10-21 16:00:00,4.11
613,204,2023-10-22 00:00:00,9.93
614,204,2023-10-22 08:00:00,3.64
615,204,2023-10-22 16:00:00,0.64
616,204,2023-10-23 00:00:00,7.34
617,204,2023-10-23 08:00:00,1.49
618,204,2023-10-23 16:00:00,9.84
619,204,2023-10-24 00:00:00,0.97
620,204,2023-10-24 08:00:00,7.03
621,204,2023-10-24 16:00:00,0.57
622,204,2023-10-25 00:00:00,8.85
623,204,2023-10-25 08:00:00,9.13
624,204,2023-10-25 16:00:00,9.83
625,204,2023-10-26 00:00:00,4.95
626,204,2023-10-26 08:00:00,2.93
627,204,2023-10-26 16:00:00,3.19
628,204,2023-10-27 00:00:00,8.04
629,204,2023-10-27 08:00:00,6.59
630,204,2023-10-27 16:00:00,4.53
631,204,2023-10-28 00:00:00,3.36
632,204,2023-10-28 08:00:00,9.96
633,204,2023-10-28 16:00:00,8.69
634,204,2023-10-29 00:00:00,6.84
635,204,2023-10-29 08:00:00,4.33
636,204,2023-10-29 16:00:00,6.44
637,204,2023-10-30 00:00:00,4.22
638,204,2023-10-30 08:00:00,6.09
639,204,2023-10-30 16:00:00,9.92
640,204,2023-10-31 00:00:00,9.56
641,204,2023-10-31 08:00:00,6.21
642,204,2023-10-31 16:00:00,3.08
643,204,2023-11-01 00:00:00,6.83
644,204,2023-11-01 08:00:00,4.6
645,204,2023-11-01 16:00:00,7.1
646,204,2023-11-02 00:00:00,1.62
647,204,2023-11-02 08:00:00,2.93
648,204,2023-11-02 16:00:00,1.27
649,204,2023-11-03 00:00:00,9.38
650,204,2023-11-03 08:00:00,2.47
651,204,2023-11-03 16:00:00,6.66
652,204,2023-11-04 00:00:00,9.99
653,204,2023-11-04 08:00:00,1.46
654,204,2023-11-04 16:00:00,3.3
655,204,2023-11-05 00:00:00,3.82
656,204,2023-11-05 08:00:00,7.17
657,204,2023-11-05 16:00:00,6.92
658,204,2023-11-06 00:00:00,9.68
659,204,2023-11-06 08:00:00,0.57
660,204,2023-11-06 16:00:00,7.75
661,204,2023-11-07 00:00:00,2.82
662,204,2023-11-07 08:00:00,9.67
663,204,2023-11-07 16:00:00,3.53
664,204,2023-11-08 00:00:00,0.61
